Number,Repeat,latitude,longitude,WordCount,English,Common,Tagalog,Bikol,Cebuano,Hiligaynon,Ilocano,Kapampangan,Pangasinense,Waray,Zam,Spanish,3,4,5
15586,TRUE,13.41936636,123.41583259,3,0,0,0,0,0,3,0,0,0,0,0,0,Hiligaynon,,
192734,FALSE,13.4329366,123.5147182,9,3,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
72295,TRUE,13.5044794,120.9002584,16,1,9,3,0,0,0,0,0,0,0,0,1,Tagalog,,
72408,TRUE,13.5044794,120.9002584,16,1,9,3,0,0,0,0,0,0,0,0,1,Tagalog,,
131701,TRUE,13.5044794,120.9002584,16,1,9,3,0,0,0,0,0,0,0,0,1,Tagalog,,
191249,TRUE,13.5044794,120.9002584,16,1,9,3,0,0,0,0,0,0,0,0,1,Tagalog,,
130813,TRUE,13.6207093,123.18962,11,3,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
131102,TRUE,13.6207093,123.18962,11,3,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
131391,TRUE,13.6207093,123.18962,11,3,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
71380,TRUE,13.6207195,123.2325573,9,3,1,3,0,0,0,0,0,0,0,0,1,Tagalog,,
71657,TRUE,13.6207195,123.2325573,9,3,1,3,0,0,0,0,0,0,0,0,1,Tagalog,,
71925,TRUE,13.6207195,123.2325573,9,3,1,3,0,0,0,0,0,0,0,0,1,Tagalog,,
190556,TRUE,13.6557504,123.2041498,12,1,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
190797,TRUE,13.6557504,123.2041498,12,1,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
191019,TRUE,13.6557504,123.2041498,12,1,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
191091,FALSE,13.6571994,123.2049712,18,0,13,0,3,0,0,0,0,0,0,0,0,Bikol,,
71181,FALSE,13.66362369,121.37557103,10,2,1,3,0,0,0,0,0,0,0,0,1,Tagalog,,
130419,FALSE,13.7476888,120.9007836,11,3,3,3,0,0,0,0,0,0,0,0,1,Tagalog,,
189098,TRUE,13.7688737,121.0305285,8,0,3,1,0,0,0,0,0,0,3,0,0,Waray,,
189253,TRUE,13.7688737,121.0305285,8,0,3,1,0,0,0,0,0,0,3,0,0,Waray,,
189125,TRUE,13.7689007,121.0305146,16,2,7,3,0,0,0,0,0,0,0,0,2,Tagalog,,
189281,TRUE,13.7689007,121.0305146,16,2,7,3,0,0,0,0,0,0,0,0,2,Tagalog,,
129803,TRUE,13.81497,122.09738,14,0,3,0,1,0,0,0,1,1,3,0,0,Waray,,
130040,TRUE,13.81497,122.09738,14,0,3,0,1,0,0,0,1,1,3,0,0,Waray,,
189648,TRUE,13.81497,122.09738,14,0,3,0,1,0,0,0,1,1,3,0,0,Waray,,
128358,TRUE,13.9202626,122.103396,17,6,5,1,0,3,0,1,0,0,0,0,0,Cebuano,,
128568,TRUE,13.9202626,122.103396,17,6,5,1,0,3,0,1,0,0,0,0,0,Cebuano,,
128692,TRUE,13.9202626,122.103396,17,6,5,1,0,3,0,1,0,0,0,0,0,Cebuano,,
129980,TRUE,13.9202626,122.103396,17,6,5,1,0,3,0,1,0,0,0,0,0,Cebuano,,
188837,TRUE,13.9202626,122.103396,17,6,5,1,0,3,0,1,0,0,0,0,0,Cebuano,,
70309,FALSE,13.92765907,121.42714941,16,5,2,3,0,0,0,0,0,0,0,0,5,Tagalog,,
12552,TRUE,13.93306093,121.1555859,14,6,3,3,0,0,0,0,0,0,0,0,1,Tagalog,,
12769,TRUE,13.93306093,121.1555859,14,6,3,3,0,0,0,0,0,0,0,0,1,Tagalog,,
128270,TRUE,13.9705016,121.67932,17,4,5,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
128483,TRUE,13.9705016,121.67932,17,4,5,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
187867,TRUE,13.9708249,121.1661782,10,0,2,0,0,0,0,0,0,0,3,0,1,Waray,,
189364,TRUE,13.9708249,121.1661782,10,0,2,0,0,0,0,0,0,0,3,0,1,Waray,,
69342,TRUE,13.9729542,121.6824625,16,7,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
69506,TRUE,13.9729542,121.6824625,16,7,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
187218,TRUE,14.0710035,120.6345468,11,1,3,4,0,0,0,0,0,0,0,0,1,Tagalog,Tagalog,
187647,TRUE,14.0710035,120.6345468,11,1,3,4,0,0,0,0,0,0,0,0,1,Tagalog,Tagalog,
69115,TRUE,14.07822035,121.31242105,10,1,6,3,0,0,0,0,0,0,0,0,0,Tagalog,,
69246,TRUE,14.07822035,121.31242105,10,1,6,3,0,0,0,0,0,0,0,0,0,Tagalog,,
187084,TRUE,14.1266766,120.8316786,11,1,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
187500,TRUE,14.1266766,120.8316786,11,1,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
127235,TRUE,14.1291365,120.844871,12,0,6,3,0,0,0,0,0,0,0,0,2,Tagalog,,
127467,TRUE,14.1291365,120.844871,12,0,6,3,0,0,0,0,0,0,0,0,2,Tagalog,,
185710,TRUE,14.1355943,120.895545,14,2,6,3,0,0,0,0,2,0,0,0,0,Tagalog,,
186945,TRUE,14.1355943,120.895545,14,2,6,3,0,0,0,0,2,0,0,0,0,Tagalog,,
187345,TRUE,14.1355943,120.895545,14,2,6,3,0,0,0,0,2,0,0,0,0,Tagalog,,
11759,TRUE,14.14376878,121.31332753,15,2,7,3,0,0,0,0,0,0,1,0,1,Tagalog,,
13119,TRUE,14.14376878,121.31332753,15,2,7,3,0,0,0,0,0,0,1,0,1,Tagalog,,
127175,TRUE,14.1447664,120.9004806,19,3,8,3,0,0,0,0,0,0,0,0,1,Tagalog,,
127397,TRUE,14.1447664,120.9004806,19,3,8,3,0,0,0,0,0,0,0,0,1,Tagalog,,
186503,TRUE,14.149156,121.4618079,11,2,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
186650,TRUE,14.149156,121.4618079,11,2,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
188065,TRUE,14.149156,121.4618079,11,2,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
188279,TRUE,14.149156,121.4618079,11,2,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
127191,TRUE,14.1575459,120.8467631,13,0,3,3,0,0,0,0,0,1,0,0,0,Tagalog,,
127416,TRUE,14.1575459,120.8467631,13,0,3,3,0,0,0,0,0,1,0,0,0,Tagalog,,
67804,FALSE,14.1661178,121.3108587,8,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
68794,FALSE,14.1661729,121.2369751,12,0,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
11174,TRUE,14.2020289,121.0971746,15,6,2,0,0,0,0,0,1,0,3,0,0,Waray,,
11362,TRUE,14.2020289,121.0971746,15,6,2,0,0,0,0,0,1,0,3,0,0,Waray,,
186092,FALSE,14.223259,121.1776812,10,2,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
67410,TRUE,14.246532,121.3973154,15,2,4,3,0,0,0,0,0,0,0,0,3,Tagalog,,
67668,TRUE,14.246532,121.3973154,15,2,4,3,0,0,0,0,0,0,0,0,3,Tagalog,,
126775,FALSE,14.27236366,121.42079926,10,0,3,3,0,0,0,0,0,1,0,0,0,Tagalog,,
12026,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
12073,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
67867,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
67911,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
127035,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
127048,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
186885,TRUE,14.2847285,122.6926283,11,1,2,2,0,0,0,0,0,0,3,0,0,Waray,,
186360,FALSE,14.3014147,121.4561334,10,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
185593,FALSE,14.3168166,120.7681743,6,0,1,0,0,0,0,0,0,0,3,0,0,Waray,,
185494,FALSE,14.3488031,120.9264589,10,0,6,3,0,0,0,0,0,0,0,0,0,Tagalog,,
125775,FALSE,14.3512911,121.0499188,12,1,2,3,1,0,0,1,0,0,1,0,1,Tagalog,,
125662,FALSE,14.3570966,120.9453126,4,0,1,3,0,0,0,0,0,0,0,0,0,Tagalog,,
126764,TRUE,14.3626717,121.483164,3,0,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
126948,TRUE,14.3626717,121.483164,3,0,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
184742,TRUE,14.3648299,121.4807835,11,0,4,1,0,0,0,0,0,0,3,0,0,Waray,,
185120,TRUE,14.3648299,121.4807835,11,0,4,1,0,0,0,0,0,0,3,0,0,Waray,,
126031,FALSE,14.3667038,120.9283101,5,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
67442,TRUE,14.3674338,121.3306302,17,1,5,0,0,0,0,0,0,0,3,0,1,Waray,,
67678,TRUE,14.3674338,121.3306302,17,1,5,0,0,0,0,0,0,0,3,0,1,Waray,,
67445,TRUE,14.3686074,121.3310385,18,3,8,3,0,0,0,1,0,0,1,0,0,Tagalog,,
67680,TRUE,14.3686074,121.3310385,18,3,8,3,0,0,0,1,0,0,1,0,0,Tagalog,,
125652,TRUE,14.3698041,121.0428651,12,1,4,1,0,0,0,0,0,0,3,0,0,Waray,,
126741,TRUE,14.3698041,121.0428651,12,1,4,1,0,0,0,0,0,0,3,0,0,Waray,,
66759,TRUE,14.3703103,121.3316534,13,1,6,3,0,0,0,0,0,0,0,0,1,Tagalog,,
67355,TRUE,14.3703103,121.3316534,13,1,6,3,0,0,0,0,0,0,0,0,1,Tagalog,,
9815,FALSE,14.3737336,120.9765754,15,4,8,3,0,0,0,0,0,0,0,0,0,Tagalog,,
185325,FALSE,14.384106,120.9289652,10,1,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
66352,FALSE,14.4003449,120.842773,9,1,3,3,0,0,1,0,0,0,1,0,0,Tagalog,,
10139,TRUE,14.42140777,121.44598942,4,0,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
10593,TRUE,14.42140777,121.44598942,4,0,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
10198,TRUE,14.4236916,121.4385139,12,2,3,0,0,0,0,0,0,5,0,0,0,Pangasinense,Pangasinense,Pangasinense
10645,TRUE,14.4236916,121.4385139,12,2,3,0,0,0,0,0,0,5,0,0,0,Pangasinense,Pangasinense,Pangasinense
184054,FALSE,14.4343847,120.484968,13,3,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
124710,TRUE,14.44029085,120.46219487,9,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
125001,TRUE,14.44029085,120.46219487,9,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
66164,FALSE,14.4547192,120.5753968,19,1,11,3,0,0,0,0,1,0,0,0,2,Tagalog,,
184672,TRUE,14.4580348,121.3411179,10,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
185054,TRUE,14.4580348,121.3411179,10,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
184698,TRUE,14.4729011,121.3180087,15,1,6,0,0,0,0,0,0,0,3,0,1,Waray,,
185080,TRUE,14.4729011,121.3180087,15,1,6,0,0,0,0,0,0,0,3,0,1,Waray,,
66271,FALSE,14.5973656,120.3927093,12,1,6,3,0,0,0,0,0,0,0,0,0,Tagalog,,
124702,FALSE,14.6062101,120.3895104,11,0,0,0,0,0,0,0,0,0,10,0,0,Waray,Waray,Waray
64892,TRUE,14.6066313,121.0842419,12,1,4,3,0,0,0,0,0,0,1,0,2,Tagalog,,
65052,TRUE,14.6066313,121.0842419,12,1,4,3,0,0,0,0,0,0,1,0,2,Tagalog,,
123709,FALSE,14.7110995,120.9353736,8,4,0,0,0,0,0,4,0,0,0,0,0,Ilocano,Ilocano,
64908,TRUE,14.7357239,121.1465629,6,0,2,0,0,0,0,0,0,0,3,0,0,Waray,,
65067,TRUE,14.7357239,121.1465629,6,0,2,0,0,0,0,0,0,0,3,0,0,Waray,,
64839,TRUE,14.7399496,121.0685512,20,13,2,3,0,0,0,0,0,2,0,0,0,Tagalog,,
65001,TRUE,14.7399496,121.0685512,20,13,2,3,0,0,0,0,0,2,0,0,0,Tagalog,,
123542,FALSE,14.7547825,121.1384397,22,15,2,0,0,0,0,0,0,0,3,0,0,Waray,,
123612,FALSE,14.7589892,121.1611584,5,0,1,3,0,0,0,0,0,0,1,0,0,Tagalog,,
123568,TRUE,14.7635976,121.0774848,15,4,3,7,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,Tagalog
123570,TRUE,14.7635976,121.0774848,17,2,7,3,0,1,0,0,0,0,1,0,2,Tagalog,,
123997,FALSE,14.7663268,120.9543166,11,3,3,3,0,0,0,0,0,0,1,0,0,Tagalog,,
123995,FALSE,14.766331,120.9548946,15,1,4,0,0,0,0,0,1,0,3,0,1,Waray,,
124128,FALSE,14.7681245,120.9837424,15,1,6,4,0,0,0,0,1,1,0,0,0,Tagalog,Tagalog,
124106,FALSE,14.77035577,121.08143136,18,5,6,4,0,0,0,0,0,0,0,0,2,Tagalog,Tagalog,
65658,FALSE,14.7739631,120.9395744,17,1,9,3,0,1,0,0,0,0,0,0,1,Tagalog,,
124078,FALSE,14.77544687,121.06470368,13,0,9,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
124011,FALSE,14.77549616,121.06482941,17,3,10,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
65660,FALSE,14.7778334,120.9504463,16,2,8,3,0,0,0,0,0,0,0,0,0,Tagalog,,
65423,FALSE,14.77876476,121.06450873,17,2,10,3,0,0,0,0,0,0,0,0,2,Tagalog,,
183668,FALSE,14.7817287,120.9628837,15,0,9,3,0,0,0,0,0,0,0,0,1,Tagalog,,
64731,FALSE,14.78561555,120.81089127,15,3,8,3,0,0,0,0,0,0,0,0,1,Tagalog,,
63385,TRUE,14.79279279,121.07606715,9,1,2,4,1,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
63541,TRUE,14.79279279,121.07606715,9,1,2,4,1,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
65151,TRUE,14.79279279,121.07606715,9,1,2,4,1,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
183472,TRUE,14.7931578,121.0263427,15,3,7,3,0,0,0,1,0,0,0,0,0,Tagalog,,
183495,TRUE,14.7931578,121.0263427,20,6,5,3,0,0,0,1,0,0,0,0,0,Tagalog,,
183574,FALSE,14.7992673,121.0429686,3,0,0,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
65411,FALSE,14.8007464,121.019494,9,0,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
63975,FALSE,14.8430855,120.9798874,12,6,2,0,0,0,0,0,0,0,3,0,0,Waray,,
63157,FALSE,14.8981819,120.8749305,20,6,8,3,0,0,0,0,0,0,0,0,2,Tagalog,,
123211,FALSE,14.9242613,120.2193204,18,5,7,3,0,0,0,0,1,0,0,0,1,Tagalog,,
182184,FALSE,14.9654438,120.1640419,7,1,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
182243,FALSE,14.9739366,120.1575636,9,1,3,0,0,0,0,0,0,0,3,0,0,Waray,,
122870,FALSE,15.0086692,120.5932049,12,2,2,3,0,0,0,0,0,1,1,0,0,Tagalog,,
122103,TRUE,15.03088993,120.68810223,15,0,2,0,0,0,0,1,8,0,0,0,0,Kapampangan,Kapampangan,Kapampangan
122305,TRUE,15.03088993,120.68810223,15,0,2,0,0,0,0,1,8,0,0,0,0,Kapampangan,Kapampangan,Kapampangan
122514,TRUE,15.03088993,120.68810223,15,0,2,0,0,0,0,1,8,0,0,0,0,Kapampangan,Kapampangan,Kapampangan
182738,FALSE,15.04313598,120.76856237,19,3,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
62675,TRUE,15.0507156,120.6673937,20,11,0,0,0,0,0,0,0,0,7,0,0,Waray,Waray,Waray
62914,TRUE,15.0507156,120.6673937,20,11,0,0,0,0,0,0,0,0,7,0,0,Waray,Waray,Waray
182551,FALSE,15.0666046,120.6504884,6,1,2,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
122177,TRUE,15.0684683,120.6517086,13,3,2,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
122379,TRUE,15.0684683,120.6517086,13,3,2,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
122584,TRUE,15.0684683,120.6517086,13,3,2,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
122681,FALSE,15.13154926,120.59474084,4,1,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
9116,FALSE,15.1341261,120.9781248,9,4,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
122220,TRUE,15.1443757,120.5965793,14,2,7,3,0,0,1,0,0,0,0,0,0,Tagalog,,
122422,TRUE,15.1443757,120.5965793,14,2,7,3,0,0,1,0,0,0,0,0,0,Tagalog,,
122622,TRUE,15.1443757,120.5965793,14,2,7,3,0,0,1,0,0,0,0,0,0,Tagalog,,
182965,TRUE,15.1597003,120.9729211,7,2,1,3,0,0,0,0,0,0,0,0,0,Tagalog,,
183212,TRUE,15.1597003,120.9729211,7,2,1,3,0,0,0,0,0,0,0,0,0,Tagalog,,
182662,FALSE,15.17173582,120.59816442,13,4,1,0,0,0,0,0,4,0,0,0,1,Kapampangan,Kapampangan,
181927,TRUE,15.1722836,120.7642207,9,2,1,3,0,0,0,0,0,1,0,0,1,Tagalog,,
182631,TRUE,15.1722836,120.7642207,9,2,1,3,0,0,0,0,0,1,0,0,1,Tagalog,,
181492,FALSE,15.19752195,120.58073563,9,0,0,3,0,0,0,0,0,0,0,0,2,Tagalog,,
181451,FALSE,15.2095724,120.5853836,7,2,1,0,0,0,0,0,0,0,3,0,0,Waray,,
122990,FALSE,15.2194299,120.9867666,10,2,2,3,0,0,0,0,0,0,0,0,1,Tagalog,,
62121,FALSE,15.2908462,120.571897,16,5,5,0,0,0,0,0,4,0,1,0,0,Kapampangan,Kapampangan,
121305,FALSE,15.3263036,119.9665363,12,2,4,3,0,0,0,0,0,0,1,0,0,Tagalog,,
61789,FALSE,15.326304,119.9665353,8,0,3,0,0,0,0,0,0,0,3,0,0,Waray,,
181657,TRUE,15.33181013,120.66018024,19,1,12,3,0,0,1,0,0,0,0,0,2,Tagalog,,
181949,TRUE,15.33181013,120.66018024,19,1,12,3,0,0,1,0,0,0,0,0,2,Tagalog,,
182067,TRUE,15.33181013,120.66018024,19,1,12,3,0,0,1,0,0,0,0,0,2,Tagalog,,
121217,TRUE,15.3350917,119.9727039,18,5,2,4,0,0,0,0,0,1,0,0,2,Tagalog,Tagalog,
121487,TRUE,15.3350917,119.9727039,18,5,2,4,0,0,0,0,0,1,0,0,2,Tagalog,Tagalog,
181832,FALSE,15.3443525,120.9035136,19,2,9,3,0,0,0,0,1,0,0,0,2,Tagalog,,
7749,TRUE,15.36126468,120.51611351,12,2,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
62186,TRUE,15.36126468,120.51611351,12,2,5,3,0,0,0,0,0,0,0,0,0,Tagalog,,
60224,FALSE,15.4110901,120.6016317,7,1,1,3,0,0,0,0,0,0,0,0,0,Tagalog,,
180673,TRUE,15.4245435,120.5993608,6,1,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
181682,TRUE,15.4245435,120.5993608,6,1,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
182029,TRUE,15.4245435,120.5993608,6,1,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
181207,FALSE,15.43596804,120.93864122,11,2,3,3,0,0,0,0,0,0,0,0,1,Tagalog,,
60140,FALSE,15.44109547,120.59806456,14,5,5,3,0,0,0,0,0,0,0,0,1,Tagalog,,
120770,TRUE,15.44109561,120.59806835,13,5,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
121770,TRUE,15.44109561,120.59806835,13,5,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
120809,TRUE,15.44112689,120.598109,14,3,3,3,0,0,0,0,0,0,2,0,1,Tagalog,,
121808,TRUE,15.44112689,120.598109,14,3,3,3,0,0,0,0,0,0,2,0,1,Tagalog,,
121124,FALSE,15.45808583,120.94907856,10,3,2,3,0,0,0,0,0,0,0,0,1,Tagalog,,
7269,FALSE,15.48438876,120.97496699,3,0,0,3,0,0,0,0,0,0,0,0,0,Tagalog,,
7450,FALSE,15.5056499,120.9704596,4,0,0,0,0,0,0,0,3,0,0,0,0,Kapampangan,,
59829,TRUE,15.51474523,120.56348372,13,3,5,3,0,0,0,0,0,0,1,0,0,Tagalog,,
60118,TRUE,15.51474523,120.56348372,13,3,5,3,0,0,0,0,0,0,1,0,0,Tagalog,,
60517,FALSE,15.52125814,120.62318866,16,1,3,3,1,0,0,0,0,0,0,0,2,Tagalog,,
180897,TRUE,15.5295157,120.987182,10,1,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
181115,TRUE,15.5295157,120.987182,10,1,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
59692,TRUE,15.5337192,119.958618,16,2,8,3,0,0,0,1,0,0,0,0,1,Tagalog,,
59750,TRUE,15.5337192,119.958618,16,2,8,3,0,0,0,1,0,0,0,0,1,Tagalog,,
118291,TRUE,15.7255586,120.9197773,9,0,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
118308,TRUE,15.7255586,120.9197773,7,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
119115,TRUE,15.7255586,120.9197773,9,0,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
119132,TRUE,15.7255586,120.9197773,7,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
119507,TRUE,15.7255586,120.9197773,9,0,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
119524,TRUE,15.7255586,120.9197773,7,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
117843,TRUE,15.7331268,120.5727823,13,3,5,0,0,0,0,0,0,3,0,0,0,Pangasinense,,
117974,TRUE,15.7331268,120.5727823,13,3,5,0,0,0,0,0,0,3,0,0,0,Pangasinense,,
118828,FALSE,15.7365261,120.9314245,7,1,1,3,0,0,0,0,0,0,0,0,0,Tagalog,,
179048,FALSE,15.7674775,119.9064418,9,1,4,3,0,0,0,0,0,0,0,0,0,Tagalog,,
119012,TRUE,15.78814262,120.97754406,19,3,4,4,0,0,0,0,0,0,1,0,4,Tagalog,Tagalog,
119410,TRUE,15.78814262,120.97754406,19,3,4,4,0,0,0,0,0,0,1,0,4,Tagalog,Tagalog,
118919,TRUE,15.78838854,120.97779823,15,3,3,0,1,0,0,0,1,0,3,0,1,Waray,,
119322,TRUE,15.78838854,120.97779823,15,3,3,0,1,0,0,0,1,0,3,0,1,Waray,,
117425,TRUE,15.8732312,120.5755703,14,4,7,3,0,0,0,0,0,0,0,0,0,Tagalog,,
118606,TRUE,15.8732312,120.5755703,14,4,7,3,0,0,0,0,0,0,0,0,0,Tagalog,,
58149,TRUE,15.8904289,120.3793856,14,6,4,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
58356,TRUE,15.8904289,120.3793856,14,6,4,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
58759,TRUE,15.8972286,120.67097488,13,6,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
58943,TRUE,15.8972286,120.67097488,13,6,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
59082,TRUE,15.8972286,120.67097488,13,6,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
117419,FALSE,15.9742269,120.5708277,13,2,5,3,0,0,0,0,0,0,0,0,1,Tagalog,,
58676,FALSE,15.97870217,120.56988319,10,1,3,3,0,0,0,0,1,0,0,0,1,Tagalog,,
178762,FALSE,15.979835,120.554284,18,0,12,3,0,0,0,0,0,0,0,0,1,Tagalog,,
58783,TRUE,15.9954526,120.6495099,9,1,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
58994,TRUE,15.9954526,120.6495099,9,1,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
59108,TRUE,15.9954526,120.6495099,9,1,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
6918,FALSE,16.0064205,120.2266775,13,2,3,3,0,0,0,0,0,0,0,0,0,Tagalog,,
6792,FALSE,16.0441662,120.5964058,11,1,6,3,0,0,0,0,0,0,0,0,0,Tagalog,,
178501,FALSE,16.0674767,120.3380206,16,12,0,0,0,0,0,0,0,0,3,0,0,Waray,,
115359,FALSE,16.115508,119.8013247,10,2,1,0,0,0,0,0,0,0,3,0,0,Waray,,
56464,TRUE,16.1155118,119.8013208,21,9,6,3,0,0,0,0,0,0,0,0,1,Tagalog,,
56803,TRUE,16.1155118,119.8013208,21,9,6,3,0,0,0,0,0,0,0,0,1,Tagalog,,
115414,FALSE,16.1155142,119.8013167,12,3,2,0,0,0,0,3,0,0,2,0,0,Ilocano,,
6123,TRUE,16.1466336,119.9891299,15,2,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
6429,TRUE,16.1466336,119.9891299,15,2,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
57032,TRUE,16.1466336,119.9891299,15,2,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
57453,TRUE,16.1466336,119.9891299,15,2,8,4,0,0,0,0,0,0,0,0,0,Tagalog,Tagalog,
115444,TRUE,16.1563458,119.9820155,12,2,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
115877,TRUE,16.1563458,119.9820155,12,2,4,3,0,0,0,0,0,0,0,0,1,Tagalog,,
6204,TRUE,16.1574787,119.9768494,12,3,2,0,0,0,0,0,0,0,3,0,1,Waray,,
6497,TRUE,16.1574787,119.9768494,12,3,2,0,0,0,0,0,0,0,3,0,1,Waray,,
57521,TRUE,16.1574787,119.9768494,12,3,2,0,0,0,0,0,0,0,3,0,1,Waray,,
6040,TRUE,16.1677773,119.9909092,19,2,9,1,0,0,0,0,0,0,3,0,1,Waray,,
6050,TRUE,16.1677773,119.9909092,14,2,7,0,0,0,0,0,0,0,3,0,0,Waray,,
6348,TRUE,16.1677773,119.9909092,19,2,9,1,0,0,0,0,0,0,3,0,1,Waray,,
6360,TRUE,16.1677773,119.9909092,14,2,7,0,0,0,0,0,0,0,3,0,0,Waray,,
56949,TRUE,16.1677773,119.9909092,19,2,9,1,0,0,0,0,0,0,3,0,1,Waray,,
56959,TRUE,16.1677773,119.9909092,14,2,7,0,0,0,0,0,0,0,3,0,0,Waray,,
57372,TRUE,16.1677773,119.9909092,19,2,9,1,0,0,0,0,0,0,3,0,1,Waray,,
57384,TRUE,16.1677773,119.9909092,14,2,7,0,0,0,0,0,0,0,3,0,0,Waray,,
5883,TRUE,16.340945,121.6819116,16,5,8,3,0,0,0,0,0,0,0,0,0,Tagalog,,
5932,TRUE,16.340945,121.6819116,16,5,8,3,0,0,0,0,0,0,0,0,0,Tagalog,,
5873,TRUE,16.3409459,121.681912,7,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
5922,TRUE,16.3409459,121.681912,7,0,2,3,0,0,0,0,0,0,0,0,0,Tagalog,,
5675,TRUE,16.41026199,120.60021211,9,0,0,4,0,0,0,0,1,0,0,0,0,Tagalog,Tagalog,
