"","latitude","longitude","WordCount","English","Common","Tagalog","Bikol","Cebuano","Hiligaynon","Ilocano","Kapampangan","Pangasinense","Waray","Zam","Spanish"
"20","""20.45164941""","""121.9671742""",7,1,0,0,3,0,0,0,0,0,0,0,0
"77","""20.45164941""","""121.9671742""",7,1,0,0,3,0,0,0,0,0,0,0,0
"106","""20.45164941""","""121.9671742""",7,1,0,0,3,0,0,0,0,0,0,0,0
"48670","""20.45164941""","""121.9671742""",7,1,0,0,3,0,0,0,0,0,0,0,0
"94831","""8.19183664""","""124.17909375""",13,8,2,0,3,0,0,0,0,0,0,0,0
"94857","""8.19183664""","""124.17909375""",13,8,2,0,3,0,0,0,0,0,0,0,0
"112037","""17.6457346""","""121.7445842""",8,2,0,0,4,0,0,0,0,0,0,0,0
"112168","""17.6457346""","""121.7445842""",8,2,0,0,4,0,0,0,0,0,0,0,0
"133186","""13.3553527""","""123.3656383""",18,3,8,0,3,0,0,1,0,0,0,0,1
"147867","""9.7346661""","""118.7355922""",7,1,0,0,4,0,0,0,0,0,1,0,0
"148004","""9.7346661""","""118.7355922""",7,1,0,0,4,0,0,0,0,0,1,0,0
"148734","""9.7346661""","""118.7355922""",7,1,0,0,4,0,0,0,0,0,1,0,0
"191091","""13.6571994""","""123.2049712""",18,0,13,0,3,0,0,0,0,0,0,0,0
"23283","""11.1843763""","""123.9449143""",10,1,5,0,0,3,0,0,0,0,0,0,0
"23908","""11.1843763""","""123.9449143""",10,1,5,0,0,3,0,0,0,0,0,0,0
"24098","""11.1843763""","""123.9449143""",10,1,5,0,0,3,0,0,0,0,0,0,0
"26514","""10.3855353""","""123.9181348""",20,4,10,0,0,3,0,0,0,0,0,0,0
"28934","""9.30972424""","""123.30284592""",8,0,3,0,0,3,0,0,0,0,0,0,0
"29131","""9.30972424""","""123.30284592""",8,0,3,0,0,3,0,0,0,0,0,0,0
"30024","""9.30972424""","""123.30284592""",8,0,3,0,0,3,0,0,0,0,0,0,0
"30200","""9.30972424""","""123.30284592""",8,0,3,0,0,3,0,0,0,0,0,0,0
"30371","""9.30972424""","""123.30284592""",8,0,3,0,0,3,0,0,0,0,0,0,0
"32288","""8.5818366""","""123.3387136""",15,4,6,0,0,3,0,0,0,0,0,0,0
"32451","""8.5818366""","""123.3387136""",15,4,6,0,0,3,0,0,0,0,0,0,0
"32610","""8.5818366""","""123.3387136""",15,4,6,0,0,3,0,0,0,0,0,0,0
"32704","""8.5757758""","""124.370094""",6,0,0,0,0,3,0,0,0,0,1,0,0
"34130","""8.43666856""","""125.98443761""",12,4,3,0,0,3,0,0,1,0,0,0,0
"34164","""8.43666856""","""125.98443761""",12,4,3,0,0,3,0,0,1,0,0,0,0
"34319","""8.22356137""","""124.25303915""",16,3,6,1,0,3,0,0,0,0,0,0,0
"34542","""8.22356137""","""124.25303915""",16,3,6,1,0,3,0,0,0,0,0,0,0
"34886","""8.1208824""","""125.1278213""",21,7,5,0,0,4,0,0,0,0,0,0,0
"34888","""8.1208824""","""125.1278213""",12,3,1,0,0,4,1,1,0,0,0,0,0
"35064","""8.1208824""","""125.1278213""",21,7,5,0,0,4,0,0,0,0,0,0,0
"35066","""8.1208824""","""125.1278213""",12,3,1,0,0,4,1,1,0,0,0,0,0
"35240","""8.1208824""","""125.1278213""",21,7,5,0,0,4,0,0,0,0,0,0,0
"35242","""8.1208824""","""125.1278213""",12,3,1,0,0,4,1,1,0,0,0,0,0
"43626","""7.0430969""","""125.5692458""",12,4,2,1,0,3,0,0,0,0,0,0,1
"44151","""7.0430969""","""125.5692458""",12,4,2,1,0,3,0,0,0,0,0,0,1
"44531","""7.0430969""","""125.5692458""",12,4,2,1,0,3,0,0,0,0,0,0,1
"81175","""11.1843763""","""123.9449143""",10,1,5,0,0,3,0,0,0,0,0,0,0
"81363","""11.1843763""","""123.9449143""",10,1,5,0,0,3,0,0,0,0,0,0,0
"86013","""10.3855353""","""123.9181348""",20,4,10,0,0,3,0,0,0,0,0,0,0
"86494","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"86876","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"87050","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"92584","""8.5757758""","""124.370094""",6,0,0,0,0,3,0,0,0,0,1,0,0
"93318","""8.24910278""","""123.84432983""",5,1,1,0,0,3,0,0,0,0,0,0,0
"93507","""8.24910278""","""123.84432983""",5,1,1,0,0,3,0,0,0,0,0,0,0
"94895","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"95052","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"95209","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"101177","""7.0174521""","""125.090316""",14,0,9,0,0,3,0,0,0,0,0,0,1
"102435","""7.0174521""","""125.090316""",14,0,9,0,0,3,0,0,0,0,0,0,1
"102875","""7.0174521""","""125.090316""",14,0,9,0,0,3,0,0,0,0,0,0,1
"103241","""7.0174521""","""125.090316""",14,0,9,0,0,3,0,0,0,0,0,0,1
"128358","""13.9202626""","""122.103396""",17,6,5,1,0,3,0,1,0,0,0,0,0
"128568","""13.9202626""","""122.103396""",17,6,5,1,0,3,0,1,0,0,0,0,0
"128692","""13.9202626""","""122.103396""",17,6,5,1,0,3,0,1,0,0,0,0,0
"129980","""13.9202626""","""122.103396""",17,6,5,1,0,3,0,1,0,0,0,0,0
"143763","""10.5212268""","""124.0099478""",8,3,1,0,0,3,0,0,0,0,0,0,0
"143867","""10.3556706""","""123.9148762""",10,2,3,0,0,3,1,0,0,0,0,0,0
"144525","""10.5212268""","""124.0099478""",8,3,1,0,0,3,0,0,0,0,0,0,0
"144661","""10.3556706""","""123.9148762""",10,2,3,0,0,3,1,0,0,0,0,0,0
"144966","""10.5212268""","""124.0099478""",8,3,1,0,0,3,0,0,0,0,0,0,0
"145251","""10.3852513""","""123.918059""",11,4,2,0,0,3,0,0,0,0,0,0,0
"145306","""10.393913""","""123.9190283""",17,7,5,0,1,3,0,0,0,0,0,0,1
"145590","""10.4326409""","""124.7262915""",16,5,5,0,0,3,0,0,0,0,0,0,0
"147372","""10.1990651""","""123.7493023""",19,0,8,0,0,3,0,1,0,0,0,0,1
"147465","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"150705","""9.31716155""","""123.28012454""",7,1,1,0,0,3,0,0,0,0,1,0,0
"152050","""8.9402022""","""125.53740837""",8,2,1,0,0,3,0,0,0,0,0,0,0
"152234","""8.9402022""","""125.53740837""",8,2,1,0,0,3,0,0,0,0,0,0,0
"152765","""8.9402022""","""125.53740837""",8,2,1,0,0,3,0,0,0,0,0,0,0
"153009","""8.9402022""","""125.53740837""",8,2,1,0,0,3,0,0,0,0,0,0,0
"153696","""8.4947584""","""124.6204597""",15,5,4,0,1,4,0,0,0,0,0,0,0
"153901","""8.4947584""","""124.6204597""",15,5,4,0,1,4,0,0,0,0,0,0,0
"154409","""8.24910278""","""123.84432983""",5,1,1,0,0,3,0,0,0,0,0,0,0
"154877","""8.24910278""","""123.84432983""",5,1,1,0,0,3,0,0,0,0,0,0,0
"155298","""8.4947584""","""124.6204597""",15,5,4,0,1,4,0,0,0,0,0,0,0
"155473","""8.4947584""","""124.6204597""",15,5,4,0,1,4,0,0,0,0,0,0,0
"155680","""8.4947584""","""124.6204597""",15,5,4,0,1,4,0,0,0,0,0,0,0
"157101","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"157271","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"157441","""8.1217679""","""125.1277002""",8,2,2,0,0,3,0,0,0,0,0,0,0
"159144","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"159527","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"160766","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"161232","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"161768","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"163395","""7.0174521""","""125.090316""",14,0,9,0,0,3,0,0,0,0,0,0,1
"165694","""7.04529035""","""125.52980988""",7,2,0,0,0,5,0,0,0,0,0,0,0
"169622","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"169674","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"171017","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"171123","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"188837","""13.9202626""","""122.103396""",17,6,5,1,0,3,0,1,0,0,0,0,0
"202851","""10.49123685""","""123.71553337""",14,3,6,0,0,3,0,0,0,0,0,0,0
"203187","""10.49123685""","""123.71553337""",14,3,6,0,0,3,0,0,0,0,0,0,0
"204785","""10.1990651""","""123.7493023""",19,0,8,0,0,3,0,1,0,0,0,0,1
"204877","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"205428","""10.1990651""","""123.7493023""",19,0,8,0,0,3,0,1,0,0,0,0,1
"205521","""10.1406832""","""123.6482371""",8,3,1,0,0,3,0,0,0,0,0,0,0
"208177","""9.32697683""","""123.30576057""",13,0,3,0,0,3,0,0,0,0,2,0,0
"208439","""9.32697683""","""123.30576057""",13,0,3,0,0,3,0,0,0,0,2,0,0
"208648","""9.32697683""","""123.30576057""",13,0,3,0,0,3,0,0,0,0,2,0,0
"208991","""9.31716155""","""123.28012454""",7,1,1,0,0,3,0,0,0,0,1,0,0
"210486","""8.7173659""","""125.7502585""",19,2,6,0,0,3,2,0,0,0,1,0,0
"210515","""8.9411064""","""125.538431""",6,1,0,0,0,3,0,0,0,0,0,0,1
"210542","""8.94095172""","""125.52346467""",16,6,3,0,0,3,1,0,0,0,0,0,0
"210607","""8.9402022""","""125.53740837""",8,2,1,0,0,3,0,0,0,0,0,0,0
"210637","""8.7173659""","""125.7502585""",19,2,6,0,0,3,2,0,0,0,1,0,0
"210658","""8.9411064""","""125.538431""",6,1,0,0,0,3,0,0,0,0,0,0,1
"210683","""8.94095172""","""125.52346467""",16,6,3,0,0,3,1,0,0,0,0,0,0
"210723","""8.7173659""","""125.7502585""",19,2,6,0,0,3,2,0,0,0,1,0,0
"211158","""8.7173659""","""125.7502585""",19,2,6,0,0,3,2,0,0,0,1,0,0
"211234","""8.7173659""","""125.7502585""",19,2,6,0,0,3,2,0,0,0,1,0,0
"215741","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"216763","""7.2055226""","""125.4331379""",8,3,2,0,0,3,0,0,0,0,0,0,0
"216857","""7.2055226""","""125.4331379""",8,3,2,0,0,3,0,0,0,0,0,0,0
"217314","""7.4555138""","""125.8138748""",6,2,0,0,0,3,0,0,0,0,0,0,0
"219667","""7.2055226""","""125.4331379""",8,3,2,0,0,3,0,0,0,0,0,0,0
"220491","""7.2055226""","""125.4331379""",8,3,2,0,0,3,0,0,0,0,0,0,0
"221112","""7.2055226""","""125.4331379""",8,3,2,0,0,3,0,0,0,0,0,0,0
"221474","""7.1885418""","""125.4631993""",10,1,2,0,0,3,0,0,0,0,0,0,2
"223101","""7.05343628""","""125.58192444""",13,1,7,0,0,3,0,0,0,0,0,0,0
"223160","""7.04914737""","""125.56090409""",13,1,2,0,0,3,0,0,0,0,0,0,0
"223425","""7.04529933""","""125.52978136""",13,0,5,0,0,3,0,0,1,0,0,0,0
"223490","""7.05343628""","""125.58192444""",13,1,7,0,0,3,0,0,0,0,0,0,0
"223548","""7.04914737""","""125.56090409""",13,1,2,0,0,3,0,0,0,0,0,0,0
"223740","""7.04529933""","""125.52978136""",13,0,5,0,0,3,0,0,1,0,0,0,0
"223824","""7.04914737""","""125.56090409""",13,1,2,0,0,3,0,0,0,0,0,0,0
"223944","""7.04529933""","""125.52978136""",13,0,5,0,0,3,0,0,1,0,0,0,0
"225427","""6.14907897""","""125.17284176""",7,1,0,0,0,3,0,0,0,0,0,0,1
"225897","""6.14907897""","""125.17284176""",7,1,0,0,0,3,0,0,0,0,0,0,1
"226326","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"226377","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"227827","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"227936","""5.98687408""","""124.62219035""",13,2,8,0,0,3,0,0,0,0,0,0,0
"15265","""13.41936636""","""123.41583259""",3,0,0,0,0,0,3,0,0,0,0,0,0
"15586","""13.41936636""","""123.41583259""",3,0,0,0,0,0,3,0,0,0,0,0,0
"19472","""11.6668313""","""122.315057""",9,2,1,0,0,0,3,1,1,0,1,0,0
"20642","""11.6668313""","""122.315057""",9,2,1,0,0,0,3,1,1,0,1,0,0
"20735","""11.6668313""","""122.315057""",9,2,1,0,0,0,3,1,1,0,1,0,0
"24829","""10.7684222""","""122.5787922""",12,3,4,0,0,0,3,0,0,0,0,0,0
"25303","""10.6794497""","""124.8011694""",4,0,0,0,0,0,4,0,0,0,0,0,0
"25324","""10.6794497""","""124.8011694""",4,0,0,0,0,0,4,0,0,0,0,0,0
"77144","""11.6668313""","""122.315057""",9,2,1,0,0,0,3,1,1,0,1,0,0
"84367","""10.6794497""","""124.8011694""",4,0,0,0,0,0,4,0,0,0,0,0,0
"104968","""6.6341571""","""124.5989745""",17,2,6,0,0,0,3,0,0,0,2,0,2
"105435","""6.6341571""","""124.5989745""",17,2,6,0,0,0,3,0,0,0,2,0,2
"106162","""6.3339365""","""124.9534093""",20,5,10,0,0,0,3,0,0,0,0,0,1
"137688","""11.6668313""","""122.315057""",9,2,1,0,0,0,3,1,1,0,1,0,0
"145725","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"145728","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"145730","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"201870","""10.61305916""","""122.96607467""",18,3,7,0,0,0,3,1,0,0,0,0,2
"202225","""10.61305916""","""122.96607467""",18,3,7,0,0,0,3,1,0,0,0,0,2
"202595","""10.61305916""","""122.96607467""",18,3,7,0,0,0,3,1,0,0,0,0,2
"203936","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"204003","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"204066","""10.2805816""","""122.8532437""",9,2,4,0,0,0,3,0,0,0,0,0,0
"208139","""9.29806262""","""123.30461285""",11,1,5,0,0,0,3,0,0,0,1,0,0
"208393","""9.29806262""","""123.30461285""",11,1,5,0,0,0,3,0,0,0,1,0,0
"214604","""7.8721173""","""124.2612857""",14,3,1,0,0,0,3,0,0,0,0,0,0
"215029","""7.8721173""","""124.2612857""",14,3,1,0,0,0,3,0,0,0,0,0,0
"215033","""7.8721173""","""124.2612857""",14,3,1,0,0,0,3,0,0,0,0,0,0
"215037","""7.8721173""","""124.2612857""",14,3,1,0,0,0,3,0,0,0,0,0,0
"10","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"67","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"96","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"560","""18.5207573""","""120.6042908""",9,1,1,0,0,0,0,3,0,0,1,0,0
"1198","""18.19830486""","""120.60065764""",5,0,1,0,0,0,0,4,0,0,0,0,0
"1535","""18.19830486""","""120.60065764""",5,0,1,0,0,0,0,4,0,0,0,0,0
"1847","""18.19830486""","""120.60065764""",5,0,1,0,0,0,0,4,0,0,0,0,0
"2086","""18.22872714""","""120.65497357""",14,1,5,0,0,0,0,3,0,0,0,0,1
"2203","""18.1829463""","""120.7171902""",5,1,1,0,0,0,0,3,0,0,0,0,0
"38036","""7.44165201""","""125.80583418""",14,5,3,0,0,0,0,3,0,0,0,0,2
"38696","""7.44165201""","""125.80583418""",14,5,3,0,0,0,0,3,0,0,0,0,2
"39465","""7.44165201""","""125.80583418""",14,5,3,0,0,0,0,3,0,0,0,0,2
"48660","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"48698","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"48709","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"48729","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"48801","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"48871","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"49082","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"49152","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"49213","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"49580","""18.20094272""","""120.59874055""",10,1,3,0,0,0,0,3,0,0,1,0,1
"49877","""18.20094272""","""120.59874055""",10,1,3,0,0,0,0,3,0,0,1,0,1
"50160","""18.20094272""","""120.59874055""",10,1,3,0,0,0,0,3,0,0,1,0,1
"50607","""18.0564692""","""120.5610879""",9,1,2,0,0,0,0,3,0,0,0,0,1
"50742","""18.05734802""","""120.54739573""",8,1,2,0,0,0,0,3,0,0,0,0,0
"53086","""17.13246759""","""121.87035742""",9,1,2,0,0,0,0,3,0,0,0,0,0
"53251","""17.13246759""","""121.87035742""",9,1,2,0,0,0,0,3,0,0,0,0,0
"53406","""17.13246759""","""121.87035742""",9,1,2,0,0,0,0,3,0,0,0,0,0
"53733","""17.13246759""","""121.87035742""",9,1,2,0,0,0,0,3,0,0,0,0,0
"53999","""16.9914309""","""120.4543785""",6,1,2,0,0,0,0,3,0,0,0,0,0
"108756","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"108830","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"108870","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"108974","""18.5051433""","""120.5848431""",5,0,2,0,0,0,0,3,0,0,0,0,0
"109100","""18.57146295""","""120.81102342""",11,1,5,0,0,0,0,4,0,0,1,0,0
"109590","""18.20048477""","""120.59270404""",6,1,2,0,0,0,0,3,0,0,0,0,0
"109862","""18.20048477""","""120.59270404""",6,1,2,0,0,0,0,3,0,0,0,0,0
"110114","""18.20048477""","""120.59270404""",6,1,2,0,0,0,0,3,0,0,0,0,0
"110443","""17.9223369""","""120.4764375""",5,0,2,0,0,0,0,3,0,0,0,0,0
"110877","""17.57278734""","""120.38354964""",17,5,6,0,1,0,0,3,0,0,0,0,0
"111228","""17.57278734""","""120.38354964""",17,5,6,0,1,0,0,3,0,0,0,0,0
"111516","""17.57278734""","""120.38354964""",17,5,6,0,1,0,0,3,0,0,0,0,0
"115414","""16.1155142""","""119.8013167""",12,3,2,0,0,0,0,3,0,0,2,0,0
"123709","""14.7110995""","""120.9353736""",8,4,0,0,0,0,0,4,0,0,0,0,0
"147401","""10.1046193""","""123.6486163""",11,0,0,0,0,0,0,4,5,0,0,0,0
"163167","""7.0085011""","""125.0893208""",16,11,1,0,0,0,0,3,0,0,0,0,0
"163237","""7.10282137""","""124.82689656""",17,0,2,3,0,0,0,3,1,0,1,0,0
"171378","""20.4533563""","""121.9684186""",9,3,0,0,0,0,0,3,0,0,1,0,0
"171614","""18.5051433""","""120.5848431""",5,0,2,0,0,0,0,3,0,0,0,0,0
"172031","""18.1996902""","""120.5878089""",14,0,3,0,0,0,0,3,0,1,1,0,1
"172189","""18.21007333""","""120.57434131""",14,3,5,0,0,0,0,3,0,0,0,0,0
"172284","""18.1996902""","""120.5878089""",14,0,3,0,0,0,0,3,0,1,1,0,1
"172442","""18.21007333""","""120.57434131""",14,3,5,0,0,0,0,3,0,0,0,0,0
"172533","""18.1996902""","""120.5878089""",14,0,3,0,0,0,0,3,0,1,1,0,1
"173048","""18.0208519""","""120.5327408""",10,3,3,0,0,0,0,3,0,0,0,0,0
"173090","""18.0573003""","""120.5653879""",17,2,5,0,0,0,0,3,0,0,1,0,2
"173183","""18.0951958""","""120.5689973""",6,1,0,0,0,0,0,3,1,0,0,0,0
"173203","""18.05726342""","""120.55788207""",15,4,2,0,0,0,0,3,0,0,1,0,1
"173226","""18.05724391""","""120.55790555""",9,1,2,0,0,0,0,3,0,1,0,0,0
"173424","""17.9223369""","""120.4764375""",5,0,2,0,0,0,0,3,0,0,0,0,0
"174141","""17.53597565""","""120.39321382""",13,1,3,0,0,0,0,3,0,1,0,0,0
"174299","""17.53597565""","""120.39321382""",13,1,3,0,0,0,0,3,0,1,0,0,0
"174467","""17.53597565""","""120.39321382""",13,1,3,0,0,0,0,3,0,1,0,0,0
"175031","""17.53597565""","""120.39321382""",13,1,3,0,0,0,0,3,0,1,0,0,0
"200976","""10.69819112""","""122.97730564""",4,0,0,0,0,0,0,4,0,0,0,0,0
"201058","""10.69819112""","""122.97730564""",4,0,0,0,0,0,0,4,0,0,0,0,0
"201145","""10.69819112""","""122.97730564""",4,0,0,0,0,0,0,4,0,0,0,0,0
"204814","""10.1046193""","""123.6486163""",11,0,0,0,0,0,0,4,5,0,0,0,0
"205457","""10.1046193""","""123.6486163""",11,0,0,0,0,0,0,4,5,0,0,0,0
"207276","""9.5486287""","""123.7734853""",4,0,0,0,0,0,0,3,0,0,0,0,0
"207537","""9.5486287""","""123.7734853""",4,0,0,0,0,0,0,3,0,0,0,0,0
"207780","""9.5486287""","""123.7734853""",4,0,0,0,0,0,0,3,0,0,0,0,0
"3998","""17.4447152""","""120.4895813""",3,0,0,0,0,0,0,0,3,0,0,0,0
"7450","""15.5056499""","""120.9704596""",4,0,0,0,0,0,0,0,3,0,0,0,0
"39053","""7.3340325""","""124.5630622""",16,2,6,3,0,0,0,0,3,0,0,0,0
"62121","""15.2908462""","""120.571897""",16,5,5,0,0,0,0,0,4,0,1,0,0
"72712","""13.4033857""","""123.3664773""",13,3,1,0,0,0,0,0,4,0,0,0,0
"72801","""13.4033857""","""123.3664773""",13,3,1,0,0,0,0,0,4,0,0,0,0
"72912","""13.4033857""","""123.3664773""",13,3,1,0,0,0,0,0,4,0,0,0,0
"94932","""8.1542654""","""125.1241777""",12,5,3,0,0,0,0,0,3,0,0,0,0
"95089","""8.1542654""","""125.1241777""",12,5,3,0,0,0,0,0,3,0,0,0,0
"95246","""8.1542654""","""125.1241777""",12,5,3,0,0,0,0,0,3,0,0,0,0
"95666","""7.8795178""","""123.4909336""",10,2,4,0,0,0,0,0,3,0,0,0,0
